PROVISIONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accident Ref,Borough,Boro,Latitude,Longitude,Easting,Northing,Location,Accident Severity,No. of Casualties in Acc.,No. of Vehicles in Acc.,Accident Date,Day,Time,Highway,Road Class 1,Road No. 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road No 2,Ped. Crossing Decoded,Light Condtions (Banded),Weather,Road Surface,Special Conditions,C/W Hazard,Time,Apolicer_Decoded
1200246449,Sutton,21,51.38084578,-0.17166814,527334,166230,"On Green Wrythe Lane, 66 Metres North Of The Junction With Waltham Road.",3 Slight,1,2,43952,Friday,43952.71528,3 Bor,5 C,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43952.71528,3 Self Completion
1200246450,Sutton,21,51.37902285,-0.13246807,530067,166096,"On Beddington Lane, Near The Junction With Bath House Road.",2 Serious,3,2,43952,Friday,43952.73611,3 Bor,4 B,272,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,2 Road-Wet,0 None,0 None,43952.73611,1 Police - At Scene
1200246452,Harrow,29,51.59193911,-0.3102889,517146,189473,"On Kenton Lane, Near The Junction With Rowland Avenue.",3 Slight,1,2,43952,Friday,43952.45972,3 Bor,5 C,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.45972,3 Self Completion
1200246453,Haringey,31,51.57807096,-0.12421838,530074,188245,"On Crouch End Hill, 40 Metres South Of The Junction With Crouch Hill.. The Nearest Classified Road Was The A1201",3 Slight,1,1,43952,Friday,43952.85417,3 Bor,A,103,6 Single Cwy,20,00 No Jun In 20M,,,0,5 Pedn Phase At Ats,1 Dark,2 Raining,2 Road-Wet,0 None,0 None,43952.85417,1 Police - At Scene
1200246457,Lewisham,7,51.46180888,-0.01847177,537751,175510,"On Ellerdale Street, Near The Junction With Algernon Road.",3 Slight,1,2,43952,Friday,43952.83681,3 Bor,6 Unclassified,0,3 Dual Cwy,20,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43952.83681,1 Police - At Scene
1200246459,Redbridge,14,51.58216114,0.10981188,546276,189142,"On Eastern Avenue, 200 Metres West Of The Junction With Barley Lane, Ilford.",3 Slight,1,1,43952,Friday,43952.90625,1 Tlrn,A,12,3 Dual Cwy,50,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,1 Dark,2 Raining,2 Road-Wet,5 Surface Defect,0 None,43952.90625,1 Police - At Scene
1200246460,Hackney,4,51.56763962,-0.09798234,531922,187132,"On Adolphus Road, Near The Junction With Alexandrea Grove, London.",3 Slight,1,2,43951,Thursday,43951.875,3 Bor,6 Unclassified,0,9 Unknown,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,9 Unknown (S/R),1 Dark,2 Raining,2 Road-Wet,9 Unknown (S/R),9 Unknown (S/R),43951.875,3 Self Completion
1200246465,Lewisham,7,51.45452976,-0.03748445,536452,174665,"On Brockley Road, 38 Metres North Of The Junction With Hazeldon Road.",3 Slight,1,2,43952,Friday,43952.90833,3 Bor,4 B,218,6 Single Cwy,20,00 No Jun In 20M,,,0,1 Zebra,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43952.90833,3 Self Completion
1200246468,Southwark,8,51.46093886,-0.0572771,535058,175341,"On Torridge Gardens, 5 Metres North Of The Junction With Side Street To Garages.",3 Slight,1,3,43952,Friday,43952.94444,3 Bor,6 Unclassified,0,6 Single Cwy,20,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43952.94444,1 Police - At Scene
1200246470,Lewisham,7,51.45195259,-0.0393221,536332,174375,"On Stondon Park, Near The Junction With Brockley Rise.",3 Slight,1,2,43952,Friday,43952.91319,3 Bor,4 B,218,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43952.91319,1 Police - At Scene
1200246476,Lewisham,7,51.42110608,-0.00144758,539057,171016,"On Bromley Hill, Near The Junction With Filmwell Close.",3 Slight,1,2,43952,Friday,43952.92917,1 Tlrn,A,21,3 Dual Cwy,40,03 T/Stag Jun,1 Auth Person,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43952.92917,1 Police - At Scene
1200246478,Hounslow,25,51.46786952,-0.39471132,511601,175544,"On Beavers Lane, 5 Metres North Of The Junction With Basildene Road.",2 Serious,1,1,43953,Saturday,43953.26042,3 Bor,6 Unclassified,0,2 One-Way St,20,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,2 Other Object In Cwy,43953.26042,1 Police - At Scene
1200246488,Newham,17,51.52259099,0.03097369,540998,182363,"On Prince Regent Lane, 50 Metres South Of The Junction With Wanlip Road.",3 Slight,1,1,43953,Saturday,43953.38403,3 Bor,A,112,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.38403,1 Police - At Scene
1200246489,Lambeth,9,51.45925874,-0.14166073,529201,175002,"On Clapham Road South Side, Near The Junction With Rookery Road.",3 Slight,1,2,43953,Saturday,43953.44792,1 Tlrn,A,24,6 Single Cwy,20,06 Crossroads,4 Give Way/Uncontrolled,A,24,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.44792,1 Police - At Scene
1200246493,Harrow,29,51.57767631,-0.38559217,511965,187769,"On Eastern Avenue, Near The Junction With Raleigh Close.",3 Slight,1,1,43952,Friday,43952.58333,3 Bor,5 C,0,6 Single Cwy,20,09 Other Jun,9 Unknown (S/R),6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,9 Unknown,2 Road-Wet,0 None,0 None,43952.58333,3 Self Completion
1200246500,Lewisham,7,51.45645679,-0.00989414,538363,174931,"On Courthill Road, Near The Junction With Courthill Road.",3 Slight,1,2,43944,Thursday,43944.61458,3 Bor,5 C,0,1 Roundabout,20,02 Mini,4 Give Way/Uncontrolled,6 Unclassified,0,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43944.61458,3 Self Completion
1200246501,Hounslow,25,51.49309665,-0.2539332,521312,178573,"On Mayfield Avenue, 10 Metres South Of The Junction With Chiswick High Road.",3 Slight,1,1,43953,Saturday,43953.47292,3 Bor,6 Unclassified,0,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,A,315,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.47292,1 Police - At Scene
1200246504,Hounslow,25,51.47481545,-0.34391036,515112,176395,"On Clifton Road, 25 Metres North Of The Junction With London Rd",3 Slight,1,2,43953,Saturday,43953.52292,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.52292,1 Police - At Scene
1200246512,Redbridge,14,51.59419555,0.03640331,541153,190336,"On Southend Road, Near The Junction With Charlie Browns Roundabout.",2 Serious,1,2,43953,Saturday,43953.49583,1 Tlrn,A,113,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,A,406,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.49583,1 Police - At Scene
1200246516,Islington,3,51.54580628,-0.08752738,532710,184723,"On Essex Road, 10 Metres North Of The Junction With Wakeham Street .",3 Slight,1,2,43953,Saturday,43953.525,3 Bor,A,104,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.525,1 Police - At Scene
1200246519,Kingston-Upon-Thames,23,51.41092475,-0.3005934,518285,169359,"On Clarence Street, Near The Junction With Wheatfield Way.",3 Slight,1,2,43953,Saturday,43953.54236,3 Bor,A,307,2 One-Way St,20,05 Slip Road,2 Auto Sig,A,308,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.54236,1 Police - At Scene
1200246523,Lewisham,7,51.46405695,-0.03824187,536371,175723,"On Mantle Road, Near The Junction With St Norbert Road.",3 Slight,1,2,43951,Thursday,43951.46875,3 Bor,5 C,0,9 Unknown,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),0 None,43951.46875,3 Self Completion
1200246525,Bromley,19,51.39285454,0.03492419,541673,167944,"On Chatterton Road, 32 Metres South Of The Junction With Bloomfield Road.",3 Slight,1,2,43953,Saturday,43953.58681,3 Bor,6 Unclassified,0,9 Unknown,30,00 No Jun In 20M,,,0,9 Unknown (S/R),2 Daylight,9 Unknown,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),43953.58681,3 Self Completion
1200246530,Wandsworth,10,51.46385784,-0.16704256,527425,175469,"On Lavender Hill, Near The Junction With Illminster Gardens.",3 Slight,1,2,43953,Saturday,43953.70139,3 Bor,A,3036,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.70139,1 Police - At Scene
1200246535,Kingston-Upon-Thames,23,51.41594659,-0.25257392,521611,169996,"On Warbank Lane, Near The Junction With Coombe Lane West.",3 Slight,1,2,43953,Saturday,43953.52778,1 Tlrn,A,238,6 Single Cwy,40,05 Slip Road,4 Give Way/Uncontrolled,A,3,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.52778,3 Self Completion
1200246537,Lambeth,9,51.46487522,-0.13066375,529949,175646,"On Gauden Road, Near The Junction With Clapham Road.",3 Slight,1,3,43953,Saturday,43953.70833,1 Tlrn,6 Unclassified,0,6 Single Cwy,20,06 Crossroads,4 Give Way/Uncontrolled,A,3,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.70833,1 Police - At Scene
1200246538,Harrow,29,51.6207984,-0.34260133,514835,192631,"On Clamp Hill, Near The Junction With Brookshill, Stanmore.",2 Serious,1,2,43953,Saturday,43953.64583,3 Bor,5 C,0,6 Single Cwy,30,06 Crossroads,2 Auto Sig,A,409,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.64583,1 Police - At Scene
1200246539,Richmond-Upon-Thames,24,51.46518066,-0.25435072,521357,175468,"On Upper Richmond Road, Near The Junction With Priests Bridge.",3 Slight,1,2,43953,Saturday,43953.71528,1 Tlrn,A,205,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,5 C,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.71528,1 Police - At Scene
1200246542,Merton,22,51.42079795,-0.22772166,523326,170577,"On Woodhayes Road, Near The Junction With Crooked Billet.",2 Serious,1,2,43953,Saturday,43953.79167,3 Bor,4 B,281,6 Single Cwy,20,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.79167,1 Police - At Scene
1200246544,Brent,28,51.56074772,-0.25393876,521132,186096,"On Neasden Lane North, Near The Junction With North Circular Road.",3 Slight,1,2,43953,Saturday,43953.78611,3 Bor,A,4088,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.78611,1 Police - At Scene
1200246545,Waltham Forest,13,51.57610942,-0.01646106,537546,188224,"On Gandi Road, 20 Metres North Of The Junction With Boundary Road.",3 Slight,1,2,43953,Saturday,43953.59653,3 Bor,5 C,0,3 Dual Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.59653,1 Police - At Scene
1200246548,Tower Hamlets,5,51.52330538,-0.0389962,536142,182310,"On Mile End Road, 74 Metres North Of The Junction With Harford Street.",3 Slight,1,2,43953,Saturday,43953.81528,1 Tlrn,A,11,6 Single Cwy,20,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.81528,1 Police - At Scene
1200246549,Brent,28,51.55288239,-0.2957686,518253,185153,"On High Road, Near The Junction With St Johns Road.",3 Slight,1,2,43953,Saturday,43953.65764,3 Bor,A,404,6 Single Cwy,40,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,4 Pelican Or Similar,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43953.65764,3 Self Completion
1200246550,Hounslow,25,51.47747488,-0.37782808,512750,176638,"On Great West Road Hounslow, Near The Junction With Greencroft Road Heston .",3 Slight,1,1,43953,Saturday,43953.8125,1 Tlrn,A,4,3 Dual Cwy,40,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,3 Road Sign Def,0 None,43953.8125,1 Police - At Scene
1200246551,Barnet,30,51.56960402,-0.19499994,525193,187180,"On Finchley Road, Near The Junction With Helenslea Avenue.",3 Slight,1,2,43953,Saturday,43953.82153,3 Bor,A,598,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,9 Unknown (S/R),9 Unknown (S/R),43953.82153,3 Self Completion
1200246553,Greenwich,6,51.46213953,0.06554544,543586,175708,"On Rochester Way, 200 Metres East Of The Junction With Glenesk Road.",3 Slight,2,2,43953,Saturday,43953.70139,3 Bor,5 C,0,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.70139,1 Police - At Scene
1200246554,Hammersmith & Fulham,11,51.47611761,-0.19271724,525608,176788,"On Wandsworth Bridge Road, Near The Junction With New Kings Road.",3 Slight,1,2,43953,Saturday,43953.67361,3 Bor,A,308,6 Single Cwy,30,03 T/Stag Jun,2 Auto Sig,A,217,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.67361,3 Self Completion
1200246555,Bromley,19,51.37751418,-0.02402381,537618,166126,"On High Street, Near The Junction With Wickham Road.",3 Slight,1,2,43953,Saturday,43953.82986,1 Tlrn,A,232,1 Roundabout,30,01 Roundabout,4 Give Way/Uncontrolled,A,232,8 Central Refuge,2 Daylight,8 Other,1 Road-Dry,0 None,0 None,43953.82986,3 Self Completion
1200246558,Haringey,31,51.58188774,-0.07508771,533467,188758,"On Seven Sisters Road, 30 Metres East Of The Junction With Stonebridge Road .",3 Slight,1,2,43953,Saturday,43953.36389,1 Tlrn,A,503,6 Single Cwy,30,00 No Jun In 20M,,,0,4 Pelican Or Similar,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43953.36389,1 Police - At Scene
1200246562,Barnet,30,51.6158467,-0.17489318,526458,192357,"On Friern Park, Near The Junction With Friern Park.",3 Slight,1,2,43953,Saturday,43953.65625,3 Bor,6 Unclassified,0,6 Single Cwy,30,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.65625,3 Self Completion
1200246563,Croydon,20,51.38769335,-0.04655383,536020,167216,"On The Glade, Near The Junction With Watlings Close.",3 Slight,3,2,43953,Saturday,43953.66319,3 Bor,5 C,0,6 Single Cwy,20,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.66319,1 Police - At Scene
1200246567,Barking & Dagenham,16,51.54021974,0.11974078,547099,184498,"On Rugby Road, Near The Junction With Rugby Gardens.",2 Serious,1,2,43953,Saturday,43953.83403,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.83403,1 Police - At Scene
1200246574,Barking & Dagenham,16,51.56167437,0.12979881,547727,186904,"On Valance Avenue, Near The Junction With Green Lane.",3 Slight,1,2,43952,Friday,43952.58125,3 Bor,5 C,0,6 Single Cwy,30,06 Crossroads,2 Auto Sig,A,1083,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43952.58125,1 Police - At Scene
1200246582,Barnet,30,51.56325767,-0.19106706,525483,186481,"On West Heath Road, Nw3, Near The Junction With Cenacle Close.",2 Serious,1,2,43954,Sunday,43954.44097,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.44097,1 Police - At Scene
1200246584,Lambeth,9,51.48088962,-0.11092669,531274,177462,"On Brixton Road, Near The Junction With Prima Road.",3 Slight,1,2,43954,Sunday,43954.51528,1 Tlrn,A,23,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.51528,1 Police - At Scene
1200246585,Haringey,31,51.59870348,-0.1222137,530154,190543,"On Palace Gates Road, Near The Junction With Bedford Road.",2 Serious,1,4,43954,Sunday,43954.45486,3 Bor,5 C,0,6 Single Cwy,20,02 Mini,4 Give Way/Uncontrolled,5 C,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.45486,1 Police - At Scene
1200246592,Haringey,31,51.59720137,-0.0543562,534858,190499,"Location Uncertain. On Watermead Way, Near The Junction With Watermead Way. Description Suggests Was At Ats",3 Slight,3,2,43953,Saturday,43953.80278,3 Bor,A,1055,6 Single Cwy,40,99 Unknown (S/R),2 Auto Sig,6 Unclassified,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.80278,3 Self Completion
1200246597,Haringey,31,51.58705168,-0.10114196,531647,189285,"On Green Lanes N8, Near The Junction With Frobisher Road N8.",3 Slight,1,2,43954,Sunday,43954.59028,3 Bor,A,105,6 Single Cwy,20,07 Multi Jun,2 Auto Sig,A,105,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.59028,1 Police - At Scene
1200246603,Merton,22,51.40992683,-0.24630393,522063,169337,"On Beverley Way, Near The Junction With Tesco.",3 Slight,1,2,43954,Sunday,43954.69444,1 Tlrn,A,3,2 One-Way St,30,08 Priv Drive,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,2 Other Object In Cwy,43954.69444,1 Police - At Scene
1200246607,Bromley,19,51.41399456,0.04536835,542334,170315,"On Elmstead Lane, Near The Junction With Logs Hill.",2 Serious,1,2,43953,Saturday,43953.89792,3 Bor,5 C,0,6 Single Cwy,30,02 Mini,4 Give Way/Uncontrolled,5 C,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43953.89792,1 Police - At Scene
1200246610,Merton,22,51.41392545,-0.24730132,521983,169780,"On Coombe Lane, Near The Junction With Copse Hill.",3 Slight,1,2,43953,Saturday,43953.79792,3 Bor,A,238,6 Single Cwy,30,02 Mini,4 Give Way/Uncontrolled,5 C,0,8 Central Refuge,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43953.79792,3 Self Completion
1200246613,Wandsworth,10,51.44977486,-0.24282002,522199,173774,"On Harbridge Avenue, Near The Junction With Danebury Avenue .",3 Slight,1,2,43954,Sunday,43954.59722,3 Bor,6 Unclassified,0,6 Single Cwy,30,09 Other Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.59722,1 Police - At Scene
1200246615,Lewisham,7,51.48760965,-0.03772031,536337,178343,"On Evelyn Street, Near The Junction With Oxestalls Road.",3 Slight,1,2,43954,Sunday,43954.76181,3 Bor,A,200,3 Dual Cwy,30,03 T/Stag Jun,2 Auto Sig,6 Unclassified,0,4 Pelican Or Similar,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.76181,1 Police - At Scene
1200246617,Barnet,30,51.58765894,-0.22253368,523236,189141,"On Brampton Grove, Near The Junction With Brent Street.",3 Slight,1,2,43954,Sunday,43954.68819,3 Bor,6 Unclassified,0,6 Single Cwy,30,00 No Jun In 20M,,,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.68819,1 Police - At Scene
1200246618,Brent,28,51.53971841,-0.25301389,521252,183759,"On Craven Park Road, Near The Junction With Craven Park Road.",3 Slight,1,2,43954,Sunday,43954.78264,3 Bor,A,404,6 Single Cwy,30,06 Crossroads,4 Give Way/Uncontrolled,6 Unclassified,0,1 Zebra,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.78264,3 Self Completion
1200246620,Haringey,31,51.57951986,-0.09916091,531806,188451,"On Grand Parade, Near The Junction With Green Lanes.",3 Slight,1,2,43947,Sunday,43947.67014,3 Bor,A,105,6 Single Cwy,20,09 Other Jun,9 Unknown (S/R),6 Unclassified,0,5 Pedn Phase At Ats,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43947.67014,3 Self Completion
1200246621,Bexley,18,51.45235365,0.12797378,547954,174744,"On Mount Road, Near The Junction With Alers Road.",3 Slight,1,1,43954,Sunday,43954.78125,3 Bor,6 Unclassified,0,6 Single Cwy,30,02 Mini,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,2 Daylight,1 Fine,1 Road-Dry,0 None,0 None,43954.78125,1 Police - At Scene
1200246630,Barking & Dagenham,16,51.56100358,0.14787444,548982,186866,"On Whalebone Lane South, Near The Junction With Wood Lane.",3 Slight,1,2,43954,Sunday,43954.88889,3 Bor,A,124,6 Single Cwy,30,06 Crossroads,2 Auto Sig,A,1112,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43954.88889,1 Police - At Scene
1200246633,Merton,22,51.42194858,-0.17435775,527033,170796,"On Robinson Road, Near The Junction With High Street, Colliers Wood, Sw17.",3 Slight,2,2,43954,Sunday,43954.90278,1 Tlrn,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,A,24,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43954.90278,1 Police - At Scene
1200246636,Hackney,4,51.56859234,-0.08305127,532954,187265,"On Paget Road, Near The Junction With Unknown.",3 Slight,1,2,43954,Sunday,43954.91667,3 Bor,6 Unclassified,0,9 Unknown,20,99 Unknown (S/R),9 Unknown (S/R),6 Unclassified,0,9 Unknown (S/R),1 Dark,1 Fine,2 Road-Wet,9 Unknown (S/R),9 Unknown (S/R),43954.91667,3 Self Completion
1200246640,Redbridge,14,51.57064241,0.1202316,547035,187882,"On Grove Road, Near The Junction With Glendale Avenue.",2 Serious,1,2,43954,Sunday,43954.98611,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43954.98611,1 Police - At Scene
1200246643,Havering,15,51.5347722,0.1843475,551597,184024,"On Theydon Gardens, 124 Metres West Of The Junction With Fyfield Road.",3 Slight,1,2,43953,Saturday,43953.5625,3 Bor,6 Unclassified,0,6 Single Cwy,20,00 No Jun In 20M,,,0,9 Unknown (S/R),2 Daylight,1 Fine,1 Road-Dry,0 None,9 Unknown (S/R),43953.5625,3 Self Completion
1200246644,Newham,17,51.5510599,0.01390821,539727,185496,"On Cemetery Road, Near The Junction With St James Road .",2 Serious,2,1,43955,Monday,43955.00486,3 Bor,6 Unclassified,0,6 Single Cwy,30,03 T/Stag Jun,4 Give Way/Uncontrolled,6 Unclassified,0,0 No Xing Facility In 50M,1 Dark,1 Fine,1 Road-Dry,0 None,2 Other Object In Cwy,43955.00486,1 Police - At Scene
1200246646,Hillingdon,26,51.52270324,-0.42105184,509640,181602,"On Uxbridge Road, Near The Junction With Grange Road.",3 Slight,2,2,43955,Monday,43955.02778,3 Bor,A,4020,3 Dual Cwy,40,03 T/Stag Jun,2 Auto Sig,6 Unclassified,0,5 Pedn Phase At Ats,1 Dark,1 Fine,1 Road-Dry,0 None,0 None,43955.02778,1 Police - At Scene
